p_no	player_name	KBO_id	img_url	back_no	birth	position	height	weight	history	signing_fee	salary	draft	join_year	IDKEY	Year	Age	Pos.	G	hand	player_type	b_AB	b_AVG	p_BK	p_CG	b_CS	p_ER	p_ERA	p_FIP	b_GDP	p_GF	p_GR	p_GS	p_HD	p_IP	p_L	b_OBP	b_OPS	b_PA	b_R/ePA	p_RA9	b_RBI	p_ROE	p_S	b_SB	b_SF	b_SH	p_SHO	b_SLG	b_TB	p_TBF	p_W	p_WHIP	p_WP	b_2B	b_3B	b_BB	b_H	b_HP	b_HR	b_IB	b_R	b_SO	b_WAR	b_dWAR	b_ePA	b_oWAR	p_2B	p_3B	p_BB	p_H	p_HP	p_HR	p_IB	p_R	p_SO	p_WAR	p_rRA	p_rRA9	b_wRC+
10804	박승욱	62802	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg	53.0	1992년 12월 04일	내야수(우투좌타)	184.0	83.0	칠성초-경복중-대구상원고-SK-KT	8000만원	17000만원	12 SK 3라운드 31순위	12SK	LT	2025.0	33.0	SS	51.0	left	batter	84.0	0.19			1.0				0.0							0.244	0.47	92.0	0.026		5.0			1.0	0.0	2.0		0.226	19.0					3.0	0.0	5.0	16.0	1.0	0.0	0.0	10.0	30.0	-0.34	0.05	90.0	-0.39													21.7
14163	박진	69594	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69594.jpg	44.0	1999년 04월 02일	투수(우투우타)	182.0	106.0	부산대연초-부산중-부산고	8000만원	6000만원	19 롯데 2차 4라운드 38순위	19롯데	LT	2025.0	26.0	P	47.0	right	pitcher			0.0	0.0		29.0	4.37	4.55		11.0	45.0	2.0	3.0	59.2	1.0					4.53		3.0	1.0				0.0			253.0	3.0	1.29	3.0														8.0	2.0	15.0	62.0	1.0	8.0	0.0	30.0	43.0	0.6	37.05	5.59	
16395	박찬형	55530	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55530.jpg	60.0	2002년 10월 17일	내야수(우투좌타)	175.0	78.0	중대초-언북중-배재고	1920만원	3000만	25 롯데 육성선수	25롯데	LT	2025.0	23.0	3B	40.0	left	batter	110.0	0.345			1.0				1.0							0.425	0.961	127.0	0.201		17.0			1.0	1.0	0.0		0.536	59.0					8.0	2.0	9.0	38.0	7.0	3.0	1.0	19.0	21.0	0.99	-0.34	126.0	1.32													161.0
15011	반즈	52528	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52528.jpg		1995년 10월 01일	투수(좌투좌타)	189.0	91.0	미국 Clemson(대)-롯데	150000달러	950000달러	22 롯데 자유선발	22롯데	LT	2025.0	30.0	P	8.0	left	pitcher			0.0	0.0		27.0	5.32	4.19		0.0	0.0	8.0	0.0	45.2	4.0					6.11		3.0	0.0				0.0			204.0	3.0	1.4	2.0														14.0	2.0	17.0	47.0	2.0	4.0	0.0	31.0	38.0	0.43	30.15	5.94	
14590	손호영	50150	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50150.jpg	33.0	1994년 08월 23일	내야수(우투우타)	182.0	88.0	의왕부곡초-평촌중-충훈고-LG		12500만원	20 LG 2차 3라운드 23순위	14시카고컵스	LT	2025.0	31.0	3B	91.0	right	batter	310.0	0.252			0.0				9.0							0.312	0.638	354.0	0.088		38.0			7.0	4.0	11.0		0.326	101.0					11.0	0.0	20.0	78.0	9.0	4.0	0.0	38.0	61.0	0.1	-0.08	343.0	0.19													70.5
10753	유강남	61102	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg	27.0	1992년 07월 15일	포수(우투우타)	182.0	88.0	청원초-휘문중-서울고-LG-상무-LG	4000만원	110000만원	11 LG 7라운드 50순위	11LG	LT	2025.0	33.0	C	110.0	right	batter	303.0	0.274			0.0				11.0							0.352	0.735	350.0	0.125		38.0			0.0	5.0	3.0		0.383	116.0					18.0	0.0	26.0	83.0	13.0	5.0	0.0	35.0	66.0	2.01	0.14	347.0	1.87													100.3
15048	윤동희	52591	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52591.jpg	91.0	2003년 09월 18일	외야수(우투우타)	187.0	85.0	현산초-대원중-야탑고	8000만원	20000만원	22 롯데 2차 3라운드 24순위	22롯데	LT	2025.0	22.0	RF	89.0	right	batter	300.0	0.283			2.0				11.0							0.388	0.811	364.0	0.157		48.0			4.0	6.0	3.0		0.423	127.0					19.0	1.0	46.0	85.0	9.0	7.0	2.0	47.0	53.0	2.78	0.49	361.0	2.28													126.5
15045	이민석	52530	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52530.jpg	37.0	2003년 12월 10일	투수(우투우타)	189.0	95.0	부산수영초-대천중-개성고	20000만원	4000만원	22 롯데 1차	22롯데	LT	2025.0	22.0	P	19.0	right	pitcher			0.0	0.0		50.0	5.21	5.58		0.0	2.0	17.0	0.0	86.1	5.0					5.73		5.0	0.0				0.0			410.0	2.0	1.81	2.0														12.0	2.0	54.0	102.0	2.0	10.0	0.0	55.0	61.0	1.24	52.05	5.43	
16091	이호준	54598	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54598.jpg	30.0	2004년 03월 20일	내야수(우투좌타)	172.0	72.0	대구옥산초-대구경운중-대구상원고	10000만원	3100만원	24 롯데 3라운드 23순위	24롯데	LT	2025.0	21.0	SS	92.0	left	batter	127.0	0.228			0.0				3.0							0.317	0.726	148.0	0.122		19.0			1.0	1.0	3.0		0.409	52.0					6.0	4.0	14.0	29.0	3.0	3.0	0.0	19.0	32.0	0.76	-0.13	145.0	0.88													97.5
13155	장두성	68507	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68507.jpg	7.0	1999년 09월 16일	외야수(우투좌타)	176.0	75.0	축현초-재능중-동산고	3000만원	4600만원	18 롯데 2차 10라운드 93순위	21롯데	LT	2025.0	26.0	CF	108.0	left	batter	243.0	0.263			5.0				3.0							0.332	0.632	278.0	0.094		25.0			16.0	2.0	7.0		0.3	73.0					3.0	3.0	23.0	64.0	3.0	0.0	0.0	49.0	63.0	0.65	0.5	271.0	0.15													74.3
13073	전민재	68205	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg	13.0	1999년 06월 30일	내야수(우투우타)	181.0	73.0	천안남산초-천안북중-대전고-두산	7000만원	7500만원	18 두산 2차 4라운드 40순위	18두산	LT	2025.0	26.0	SS	91.0	right	batter	300.0	0.293			2.0				6.0							0.34	0.723	333.0	0.116		30.0			3.0	2.0	9.0		0.383	115.0					15.0	0.0	19.0	88.0	3.0	4.0	0.0	36.0	59.0	0.93	-0.74	324.0	1.67													90.9
10266	전준우	78513	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78513.jpg	8.0	1986년 02월 25일	외야수(우투우타)	184.0	98.0	흥무초-경주중-경주고-건국대-롯데-경찰	10000만원	40000만원	08 롯데 2차 2라운드 15순위	08롯데	LT	2025.0	39.0	DH	104.0	right	batter	375.0	0.288			1.0				9.0							0.364	0.783	432.0	0.141		64.0			2.0	6.0	3.0		0.419	157.0					26.0	1.0	40.0	108.0	8.0	7.0	1.0	47.0	63.0	1.25	-0.45	429.0	1.71													112.3
13154	정보근	68518	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg	42.0	1999년 08월 31일	포수(우투우타)	175.0	89.0	부산수영초-경남중-경남고	3000만원	7700만원	18 롯데 2차 9라운드 83순위	19롯데	LT	2025.0	26.0	C	86.0	right	batter	125.0	0.192			0.0				4.0							0.299	0.563	148.0	0.072		15.0			0.0	0.0	4.0		0.264	33.0					4.0	1.0	18.0	24.0	1.0	1.0	1.0	4.0	37.0	0.04	-0.09	143.0	0.13													57.7
15496	이호성	53455	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53455.jpg	1.0	2004년 08월 14일	투수(우투우타)	184.0	87.0	도원초(부천소사리틀)-동인천중-인천고	20000만원	4000만원	23 삼성 1라운드 8순위	23삼성	SS	2025.0	21.0	P	53.0	right	pitcher			1.0	0.0		36.0	6.31	4.37		24.0	53.0	0.0	3.0	51.1	4.0					7.01		5.0	9.0				0.0			231.0	5.0	1.46	0.0														6.0	2.0	28.0	47.0	2.0	7.0	0.0	40.0	62.0	0.01	34.85	6.11	
11422	전병우	65586	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65586.jpg	34.0	1992년 10월 24일	내야수(우투우타)	182.0	93.0	동삼초-경남중-개성고-동아대-롯데-키움	9000만원	7500만원	15 롯데 2차 3라운드 28순위	18롯데	SS	2025.0	33.0	3B	51.0	right	batter	70.0	0.257			0.0				2.0							0.416	0.73	89.0	0.156		8.0			1.0	0.0	0.0		0.314	22.0					1.0	0.0	18.0	18.0	1.0	1.0	0.0	11.0	25.0	0.48	-0.03	89.0	0.51													119.2
11379	최원태	65320	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65320.jpg	3.0	1997년 01월 07일	투수(우투우타)	184.0	104.0	인헌초(용산구리틀)-서울경원중-서울고-히어로즈-키움-LG	35000만원	20000만원	15 넥센 1차	15넥센	SS	2025.0	28.0	P	24.0	right	pitcher			0.0	0.0		66.0	5.02	4.48		1.0	1.0	23.0	0.0	118.1	7.0					5.17		5.0	0.0				0.0			527.0	7.0	1.47	6.0														21.0	0.0	48.0	126.0	10.0	12.0	1.0	68.0	104.0	1.98	66.8	5.08	
15531	후라도	53375	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53375.jpg	75.0	1996년 01월 30일	투수(우투우타)	188.0	109.0	파나마 San Judas Tadeo(고)-키움		700000달러	23 키움 자유선발	23키움	SS	2025.0	29.0	P	27.0	right	pitcher			0.0	3.0		52.0	2.62	3.91		3.0	0.0	27.0	0.0	178.1	8.0					2.98		4.0	0.0				2.0			714.0	13.0	1.1	2.0														16.0	2.0	32.0	164.0	4.0	17.0	0.0	59.0	126.0	7.47	58.5	2.95	
13168	강백호	68050	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg	50.0	1999년 07월 29일	포수(우투좌타)	184.0	98.0	부천북초-서울이수중-서울고	45000만원	70000만원	18 KT 2차 1라운드 1순위	18KT	KT	2025.0	26.0	DH	84.0	left	batter	284.0	0.271			4.0				9.0							0.36	0.835	325.0	0.156		53.0			1.0	1.0	0.0		0.475	135.0					17.0	1.0	37.0	77.0	3.0	13.0	3.0	34.0	55.0	1.56	0.01	323.0	1.55													128.4
14603	강현우	50066	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50066.jpg	55.0	2001년 04월 13일	포수(우투우타)	180.0	90.0	원종초(부천시리틀)-부천중-유신고	15000만원	5000만원	20 KT 2차 1라운드 2순위	20KT	KT	2025.0	24.0	C	35.0	right	batter	60.0	0.2			0.0				1.0							0.3	0.567	73.0	0.075		8.0			0.0	1.0	3.0		0.267	16.0					1.0	0.0	9.0	12.0	0.0	1.0	0.0	4.0	13.0	-0.11	-0.18	70.0	0.07													60.9
11308	고영표	64001	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64001.jpg	1.0	1991년 09월 16일	투수(우언우타)	187.0	88.0	광주대성초-광주동성중-화순고-동국대	13000만원	200000만원	14 KT 2차 1라운드 10순위	14KT	KT	2025.0	34.0	P	26.0	right	pitcher			1.0	1.0		51.0	3.11	2.98		2.0	2.0	24.0	0.0	147.2	6.0					3.66		9.0	0.0				1.0			627.0	10.0	1.23	4.0														27.0	1.0	28.0	153.0	14.0	8.0	2.0	60.0	145.0	4.8	58.3	3.55	
14777	권동진	51003	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51003.jpg	52.0	1998년 09월 12일	내야수(우투좌타)	178.0	83.0	제주신광초-세광중-세광고-원광대-KT-상무	15000만원	4600만원	21 KT 2차 1라운드 5순위	21KT	KT	2025.0	27.0	SS	112.0	left	batter	248.0	0.226			1.0				7.0							0.311	0.617	286.0	0.089		22.0			3.0	1.0	6.0		0.306	76.0					11.0	3.0	30.0	56.0	1.0	1.0	0.0	31.0	82.0	0.46	-0.16	280.0	0.61													72.4
11317	김민수	65048	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65048.jpg	26.0	1992년 07월 24일	투수(우투우타)	188.0	80.0	청원초-청원중-청원고-성균관대-KT-상무	11000만원	21000만원	15 KT 2차 특별 11순위	15KT	KT	2025.0	33.0	P	54.0	right	pitcher			0.0	0.0		28.0	5.14	4.16		11.0	54.0	0.0	11.0	49.0	3.0					5.33		1.0	0.0				0.0			216.0	4.0	1.53	5.0														11.0	2.0	15.0	60.0	1.0	4.0	1.0	29.0	33.0	0.56	27.3	5.01	
11339	김민혁	64004	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64004.jpg	53.0	1995년 11월 21일	외야수(우투좌타)	181.0	71.0	광주서석초-배재중-배재고-KT-상무	6000만원	30000만원	14 KT 2차 6라운드 56순위	14KT	KT	2025.0	30.0	LF	100.0	left	batter	357.0	0.291			3.0				11.0							0.345	0.681	392.0	0.106		34.0			11.0	1.0	4.0		0.336	120.0					12.0	2.0	24.0	104.0	6.0	0.0	1.0	49.0	36.0	-0.28	-0.62	387.0	0.34													87.3
10320	김상수	79402	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79402.jpg	7.0	1990년 03월 23일	내야수(우투우타)	175.0	68.0	대구옥산초-경복중-경북고-삼성	28000만원	30000만원	09 삼성 1차	09삼성	KT	2025.0	35.0	2B	102.0	right	batter	327.0	0.254			0.0				6.0							0.343	0.682	386.0	0.112		47.0			3.0	7.0	4.0		0.339	111.0					13.0	0.0	46.0	83.0	2.0	5.0	1.0	37.0	50.0	0.83	-0.56	381.0	1.39													91.2
12995	로하스	67025	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67025.jpg		1990년 05월 24일	외야수(우투양타)	189.0	102.0	미국 Wabash Valley(대)-KT	100000달러	1500000달러	17 KT 자유선발	17KT	KT	2025.0	35.0	RF	95.0	right	batter	331.0	0.239			1.0				9.0							0.333	0.759	384.0	0.13		43.0			1.0	4.0	0.0		0.426	141.0					20.0	0.0	48.0	79.0	1.0	14.0	3.0	48.0	71.0	1.11	-0.21	382.0	1.33													106.9
11333	문상철	64007	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64007.jpg	24.0	1991년 04월 06일	내야수(우투우타)	184.0	85.0	중대초-잠신중-배명고-고려대-KT-상무	13000만원	17000만원	14 KT 2차 특별 11순위	14KT	KT	2025.0	34.0	1B	70.0	right	batter	163.0	0.209			1.0				3.0							0.316	0.641	196.0	0.099		17.0			1.0	3.0	3.0		0.325	53.0					5.0	1.0	22.0	34.0	5.0	4.0	0.0	20.0	40.0	0.19	0.32	193.0	-0.13													81.2
15089	박영현	52060	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52060.jpg	60.0	2003년 10월 11일	투수(우투우타)	183.0	91.0	부천북초-부천중-유신고	30000만원	24000만원	22 KT 1차	22KT	KT	2025.0	22.0	P	62.0	right	pitcher			1.0	0.0		24.0	3.39	4.0		49.0	62.0	0.0	1.0	63.2	6.0					4.1		3.0	33.0				0.0			284.0	5.0	1.54	6.0														10.0	1.0	33.0	65.0	1.0	8.0	4.0	29.0	69.0	0.76	34.7	4.91	
11212	배정대	64166	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64166.jpg	27.0	1995년 06월 12일	외야수(우투우타)	185.0	80.0	도신초-성남중-성남고-(디지털문예대)-LG-KT-경찰	15000만원	34000만원	14 LG 2차 1라운드 3순위	14LG	KT	2025.0	30.0	CF	94.0	right	batter	237.0	0.207			3.0				4.0							0.279	0.574	272.0	0.066		28.0			6.0	3.0	7.0		0.295	70.0					11.0	2.0	18.0	49.0	7.0	2.0	0.0	25.0	63.0	-0.02	0.53	265.0	-0.55													53.0
14600	소형준	50030	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50030.jpg	30.0	2001년 09월 16일	투수(우투우타)	189.0	92.0	호암초(의정부리틀)-구리인창중-유신고	36000만원	22000만원	20 KT 1차	20KT	KT	2025.0	24.0	P	24.0	right	pitcher			0.0	0.0		48.0	3.18	3.0		1.0	2.0	22.0	0.0	136.0	6.0					3.57		5.0	1.0				0.0			567.0	9.0	1.23	4.0														24.0	2.0	28.0	139.0	3.0	6.0	1.0	54.0	116.0	3.94	53.3	3.53	
14108	손동현	69041	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69041.jpg	41.0	2001년 01월 23일	투수(우투우타)	183.0	88.0	염창초(강서구리틀)-덕수중-성남고-KT-상무	9000만원	10000만원	19 KT 2차 3라운드 21순위	19KT	KT	2025.0	24.0	P	56.0	right	pitcher			0.0	0.0		19.0	3.07	3.28		7.0	56.0	0.0	13.0	55.2	0.0					3.88		3.0	1.0				0.0			238.0	5.0	1.22	4.0														14.0	1.0	12.0	56.0	3.0	5.0	3.0	24.0	53.0	1.57	22.1	3.57	
16402	스티븐슨	55013	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55013.jpg	3.0	1994년 06월 01일	외야수(좌투좌타)	0.0	0.0			200000달러	25 KT 자유선발	25KT	KT	2025.0	31.0	CF	28.0	left	batter	114.0	0.263			0.0				1.0							0.311	0.688	123.0	0.101		7.0			2.0	0.0	1.0		0.377	43.0					7.0	0.0	6.0	30.0	2.0	2.0	0.0	17.0	32.0	-0.16	-0.41	122.0	0.25													82.9
15092	안현민	52001	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52001.jpg	23.0	2003년 08월 22일	외야수(우투우타)	183.0	90.0	임호초(김해리틀)-개성중-마산고	7000만원	3300만원	22 KT 2차 4라운드 38순위	22KT	KT	2025.0	22.0	RF	101.0	right	batter	354.0	0.325			0.0				4.0							0.44	1.002	432.0	0.22		71.0			7.0	3.0	0.0		0.562	199.0					16.0	4.0	67.0	115.0	8.0	20.0	5.0	65.0	66.0	5.65	0.11	428.0	5.54													178.3
14581	오원석	50859	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50859.jpg	47.0	2001년 04월 23일	투수(좌투좌타)	182.0	80.0	수진초-매송중-야탑고-SK-SSG	20000만원	14000만원	20 SK 1차	20SK	KT	2025.0	24.0	P	23.0	left	pitcher			0.0	0.0		49.0	3.51	4.04		0.0	0.0	23.0	0.0	125.2	8.0					3.94		5.0	0.0				0.0			534.0	10.0	1.36	4.0														24.0	1.0	51.0	120.0	4.0	9.0	1.0	55.0	106.0	3.73	51.95	3.72	
11397	오윤석	64504	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64504.jpg	4.0	1992년 02월 24일	내야수(우투우타)	180.0	87.0	화중초-자양중-경기고-연세대-롯데-상무-롯데		16000만원	14 롯데 육성선수	15롯데	KT	2025.0	33.0	2B	77.0	right	batter	156.0	0.256			0.0				4.0							0.335	0.656	184.0	0.101		19.0			0.0	1.0	8.0		0.321	50.0					8.0	1.0	12.0	40.0	7.0	0.0	0.0	30.0	41.0	0.62	0.36	176.0	0.27													81.1
10523	우규민	73117	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73117.jpg	12.0	1985년 01월 21일	투수(우언우타)	184.0	75.0	성동초-휘문중-휘문고-LG-경찰-LG-삼성	12000만원	20000만원	03 LG 2차 3라운드 19순위	03LG	KT	2025.0	40.0	P	50.0	right	pitcher			0.0	0.0		12.0	2.61	3.67		10.0	50.0	0.0	9.0	41.1	2.0					2.61		2.0	0.0				0.0			175.0	1.0	1.14	0.0														6.0	0.0	3.0	44.0	4.0	2.0	1.0	12.0	21.0	1.09	16.15	3.52	
16027	원상현	54063	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54063.jpg	63.0	2004년 10월 16일	투수(우투우타)	183.0	83.0	가산초(부산진구리틀)-개성중-부산고	23000만원	4000만원	24 KT 1라운드 7순위	24KT	KT	2025.0	21.0	P	50.0	right	pitcher			0.0	0.0		32.0	5.27	5.5		5.0	50.0	0.0	14.0	54.2	3.0					5.6		1.0	0.0				0.0			248.0	0.0	1.59	4.0														9.0	0.0	33.0	54.0	1.0	8.0	3.0	34.0	44.0	0.15	34.3	5.65	
14109	이상동	69054	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69054.jpg	37.0	1995년 11월 24일	투수(우투우타)	181.0	88.0	대구옥산초-경복중-경북고-영남대	8000만원	5900만원	19 KT 2차 4라운드 31순위	19KT	KT	2025.0	30.0	P	35.0	right	pitcher			0.0	0.0		12.0	2.92	4.19		5.0	35.0	0.0	3.0	37.0	0.0					2.92		0.0	0.0				0.0			143.0	3.0	0.92	1.0														5.0	0.0	6.0	28.0	2.0	4.0	1.0	12.0	25.0	0.95	14.2	3.45	
12916	이정훈	67644	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67644.jpg	33.0	1994년 12월 07일	외야수(우투좌타)	185.0	90.0	교문초-배재중-휘문고-경희대-KIA-상무-KIA-롯데	3000만원	6500만원	17 KIA 2차 10라운드 94순위	17KIA	KT	2025.0	31.0	LF	55.0	left	batter	128.0	0.258			1.0				3.0							0.34	0.723	144.0	0.123		14.0			0.0	0.0	0.0		0.383	49.0					4.0	0.0	13.0	33.0	3.0	4.0	0.0	20.0	48.0	-0.07	-0.4	144.0	0.33													97.9
10235	장성우	78548	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78548.jpg	22.0	1990년 01월 17일	포수(우투우타)	187.0	100.0	감천초-경남중-경남고-롯데-경찰-롯데	20000만원	50000만원	08 롯데 1차	08롯데	KT	2025.0	35.0	C	120.0	right	batter	385.0	0.255			1.0				12.0							0.338	0.735	445.0	0.125		56.0			0.0	7.0	1.0		0.397	153.0					13.0	0.0	52.0	98.0	0.0	14.0	1.0	43.0	87.0	2.34	0.01	443.0	2.32													102.0
11214	장준원	64115	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64115.jpg	56.0	1995년 11월 21일	내야수(우투우타)	183.0	77.0	경운초(김해시리틀)-개성중-경남고-LG	10000만원	5100만원	14 LG 2차 2라운드 23순위	14LG	KT	2025.0	30.0	SS	62.0	right	batter	123.0	0.211			0.0				5.0							0.258	0.518	136.0	0.041		11.0			0.0	1.0	4.0		0.26	32.0					3.0	0.0	8.0	26.0	0.0	1.0	0.0	8.0	24.0	0.25	0.74	132.0	-0.49													34.1
12583	장진혁	66706	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66706.jpg	51.0	1993년 09월 30일	외야수(우투좌타)	184.0	90.0	광주화정초-충장중-광주제일고-단국대-한화	7000만원	11500만원	16 한화 2차 4라운드 39순위	18한화	KT	2025.0	32.0	LF	76.0	left	batter	124.0	0.185			0.0				1.0							0.244	0.518	139.0	0.043		15.0			1.0	1.0	4.0		0.274	34.0					3.0	1.0	10.0	23.0	0.0	2.0	0.0	17.0	40.0	-0.58	-0.02	135.0	-0.56													34.7
13177	조대현	68089	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68089.jpg	42.0	1999년 08월 06일	포수(우투우타)	183.0	81.0	길동초-매송중-유신고	4000만원	4300만원	18 KT 2차 10라운드 91순위	21KT	KT	2025.0	26.0	C	58.0	right	batter	63.0	0.19			0.0				0.0							0.292	0.53	76.0	0.061		11.0			0.0	0.0	4.0		0.238	15.0					3.0	0.0	7.0	12.0	2.0	0.0	0.0	6.0	18.0	-0.18	-0.23	72.0	0.06													49.9
11323	주권	65060	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65060.jpg	38.0	1995년 05월 31일	투수(우투우타)	181.0	82.0	청주우암초-청주중-청주고	30000만원	20000만원	15 KT 우선지명	15KT	KT	2025.0	30.0	P	32.0	right	pitcher			1.0	0.0		15.0	3.49	4.18		13.0	32.0	0.0	0.0	38.2	1.0					4.19		4.0	0.0				0.0			163.0	0.0	1.37	0.0														2.0	0.0	10.0	43.0	0.0	2.0	1.0	18.0	18.0	0.69	17.85	4.15	
13942	쿠에바스	69032	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69032.jpg		1990년 10월 14일	투수(우투양타)	188.0	98.0	베네수엘라 Carabobo(대)-KT	250000달러	1000000달러	19 KT 자유선발	19KT	KT	2025.0	35.0	P	18.0	right	pitcher			1.0	0.0		59.0	5.4	5.6		0.0	0.0	18.0	0.0	98.1	10.0					6.32		5.0	0.0				0.0			445.0	3.0	1.53	4.0														14.0	2.0	46.0	104.0	5.0	13.0	0.0	69.0	60.0	0.61	66.75	6.11	
16401	패트릭	55032	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55032.jpg	32.0	1995년 06월 10일	투수(우투우타)	196.0	96.0	미국 Hamilton(고)		274000달러	25 KT 자유선발	25KT	KT	2025.0	30.0	P	10.0	right	pitcher			0.0	0.0		14.0	3.07	3.95		0.0	3.0	7.0	2.0	41.0	2.0					3.51		3.0	0.0				0.0			181.0	2.0	1.39	3.0														8.0	1.0	17.0	40.0	2.0	2.0	0.0	16.0	33.0	1.23	16.0	3.51	
10184	허경민	79240	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79240.jpg	13.0	1990년 08월 26일	내야수(우투우타)	176.0	69.0	송정동초-충장중-광주제일고-두산-경찰-두산	13000만원	30000만원	09 두산 2차 1라운드 7순위	09두산	KT	2025.0	35.0	3B	104.0	right	batter	380.0	0.282			1.0				14.0							0.364	0.722	436.0	0.125		38.0			4.0	3.0	2.0		0.358	136.0					17.0	0.0	37.0	107.0	14.0	4.0	1.0	41.0	32.0	1.66	0.08	434.0	1.58													101.4
16138	헤이수스	54354	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54354.jpg	65.0	1996년 12월 10일	투수(좌투좌타)	192.0	104.0	베네수엘라 Juanita Hernandez(고)-키움		800000달러	24 키움 자유선발	24키움	KT	2025.0	29.0	P	28.0	left	pitcher			2.0	0.0		67.0	4.02	3.45		0.0	1.0	27.0	1.0	150.0	8.0					4.68		8.0	0.0				0.0			654.0	8.0	1.33	7.0														20.0	2.0	42.0	158.0	7.0	14.0	0.0	78.0	156.0	2.61	75.25	4.52	
10407	황재균	76313	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76313.jpg	10.0	1987년 07월 28일	내야수(우투우타)	183.0	96.0	사당초-서울이수중-경기고-현대-히어로즈-롯데-샌프란시스코	6000만원	50000만원	06 현대 2차 3라운드 24순위	06현대	KT	2025.0	38.0	1B	101.0	right	batter	347.0	0.274			1.0				2.0							0.335	0.704	383.0	0.112		39.0			3.0	2.0	1.0		0.369	128.0					15.0	0.0	31.0	95.0	2.0	6.0	1.0	46.0	77.0	0.25	-0.6	381.0	0.85													92.4
